dataset id,begin,end,bins,API Fetch Time(micros),Post Processing Time(micros),query
772c7330-d4eb-485b-866a-3b315063f9af,-14078772500,28159218652,4176,7859,265415,window
772c7330-d4eb-485b-866a-3b315063f9af,-14078772500,28159218652,4176,9058,395513,window
Initial serve memory: 4799.04 MB
Post serve memory: 5131.91 MB
Post data serve memory:  MB
