dataset id,begin,end,bins,API Fetch Time(micros),Post Processing Time(micros),query
ae63b22a-66a3-4e92-ae49-b8206d8a0e7b,-12139085238,24373198347,11076,11466,290508,window
ae63b22a-66a3-4e92-ae49-b8206d8a0e7b,-12139085238,24373198347,11076,4402,62625,window
Initial serve memory: 3704.25 MB
Post serve memory: 4067.72 MB
Post data serve memory:  MB
