tree build time (micros),ds type,ds query type,ds query begin,ds query end,ds query time (micros)
467167,AGC,ds_window,-1305029698,2753780939,688
467167,AGC,ds_window,-1305029698,2753780939,689
467167,AGC,ds_window,-1305029698,2753780939,1577
467167,AGC,ds_window,-1305029698,2753780939,598
467167,AGC,ds_window,-1305029698,2753780939,1718
467167,AGC,ds_window,-1305029698,2753780939,600
467167,AGC,ds_window,-1305029698,2753780939,842
467167,AGC,ds_window,-1305029698,2753780939,1301
467167,AGC,ds_window,-1305029698,2753780939,1186
467167,AGC,ds_window,-1305029698,2753780939,602
