tree build time (micros),ds type,ds query type,ds query begin,ds query end,ds query time (micros)
466197,AGC,ds_window,-1305029698,2753780939,1407
466197,AGC,ds_window,-1305029698,2753780939,1051
466197,AGC,ds_window,-1305029698,2753780939,1566
466197,AGC,ds_window,-1305029698,2753780939,1110
466197,AGC,ds_window,-1305029698,2753780939,1265
466197,AGC,ds_window,-1305029698,2753780939,1501
466197,AGC,ds_window,-1305029698,2753780939,1131
466197,AGC,ds_window,-1305029698,2753780939,977
466197,AGC,ds_window,-1305029698,2753780939,988
466197,AGC,ds_window,-1305029698,2753780939,1015
