tree build time (micros),ds type,ds query type,ds query begin,ds query end,ds query time (micros)
526671,AGC,ds_window,-1305029698,2753780939,854
526671,AGC,ds_window,-1305029698,2753780939,845
526671,AGC,ds_window,-1305029698,2753780939,1110
526671,AGC,ds_window,-1305029698,2753780939,874
526671,AGC,ds_window,-1305029698,2753780939,1006
526671,AGC,ds_window,-1305029698,2753780939,881
526671,AGC,ds_window,-1305029698,2753780939,856
526671,AGC,ds_window,-1305029698,2753780939,837
526671,AGC,ds_window,-1305029698,2753780939,1083
526671,AGC,ds_window,-1305029698,2753780939,906
