tree build time (micros),ds type,ds query type,ds query begin,ds query end,hrd,ds query time (micros),dataset id,begin,end,bins,API Fetch Time(micros),Post Processing Time(micros),query
282799,ESEMAN,ds_window,-21293135811,42592341477,4,41078,a01b2607-32a6-4435-a2ae-20a4d227e5fd,-21293135811,42592341477,11016,2,401828,window
282799,ESEMAN,ds_window,-21293135811,42592341477,4,13457,a01b2607-32a6-4435-a2ae-20a4d227e5fd,-21293135811,42592341477,11076,5,175663,window
Initial serve memory: 624.352 MB
Post serve memory: 997.156 MB
Post data serve memory: 2077.92 MB
